TOPE,RFC,NOMBRE,DIRECCION,ADUANA,ESTADO,AGENTE,PEDIMENTO,TIPO_PED,PEDIMEN,FECHA_N,MESA,CV_DOC,DOCUMEN,P_VC,PAISESV,P_OD,PAISO,FRACCION,SEC,CANTIDAD,UNI_MED,UNIDAD,VAL_ADU,VALOR_DLS,VAL_COM,T_C,DESC,PRECIO,PRECIO USD
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,240,Nuevo Laredo Tamps.,3617,2003641,1,Normal,13/04/2022,abr-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,69486.632,1,Kilogramos,1103782,55189.1,1103782,20,PEROXIDO DE HIDROGENO,15.88481076,0.794240538
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2005426,1,Normal,18/04/2022,abr-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,92761.2,1,Kilogramos,797413,40273.38,698891,19.8,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.534303135,0.434161913
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2005436,1,Normal,20/04/2022,abr-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,92307.6,1,Kilogramos,795813,39990.6,696845,19.9,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.549161716,0.433231933
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2005533,1,Normal,08/06/2022,JUNE22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,91218.96,1,Kilogramos,773103,39444.03,674415,19.6,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.393364274,0.432410433
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,800,Colombia N.L.,3617,2000218,1,Normal,31/01/2022,ene-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,9491.579,1,Kilogramos,132043,6378.89,126149,20.7,PEROXIDO DE HIDROGENO,13.29062319,0.672057831
1,SME000303KAA,"SOLVAY MEXICANA, S. DE R.L. DE C.V.","EJERCITO NACIONAL A 453 PISO 911520 MIGUEL HIDALGO,MIGUEL HIDALGO CMXMEX",240,Nuevo Laredo Tamps.,3622,2017078,1,Normal,29/09/2022,SEPTM22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,91253,1,Kilogramos,907036,44462.55,907036,20.4,PEROXIDO DE HIDROGENO,9.93979376,0.487244803
1,SME000303KAA,"SOLVAY MEXICANA, S. DE R.L. DE C.V.","EJERCITO NACIONAL A 453 PISO 911520 MIGUEL HIDALGO,MIGUEL HIDALGO CMXMEX",240,Nuevo Laredo Tamps.,3622,2020298,1,Normal,07/12/2022,DICE22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,91307.69,1,Kilogramos,874941,44188.94,874941,19.8,PEROXIDO DE HIDROGENO,9.582336384,0.48395639
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2017028,1,Normal,09/11/2022,NOVIB22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,90854.478,1,Kilogramos,2015340,103350.77,1893469,19.5,AGUA OXIGENADA/ PEROXIDO DE HIDROGENO,20.84067887,1.137541839
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,800,Colombia N.L.,3617,2000995,1,Normal,01/04/2022,abr-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,16452.072,1,Kilogramos,232698,11693.37,225547,19.9,PEROXIDO DE HIDROGENO,13.70933704,0.710753636
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,800,Colombia N.L.,3617,2001216,1,Normal,20/04/2022,abr-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,18416.16,1,Kilogramos,191246,9610.35,185969,19.9,PEROXIDO DE HIDROGENO,10.09814207,0.521843316
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2012901,1,Normal,07/09/2022,SEPTM22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,94167.36,1,Kilogramos,812072,40603.6,710715,20,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.547360359,0.431185498
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2012906,1,Normal,09/09/2022,SEPTM22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,91082.88,1,Kilogramos,790382,39519.1,688761,20,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.561915038,0.433880659
1,MCE140513D94,MJ CHEMICALS S A DE C V,CALLE CERRO DE LAS CAMPANAS 310 3 54040 TLALNEPANTLA DE BAZ EM MEX,430,Veracruz Ver.,3108,2002938,1,Normal,13/04/2022,abr-22,A1,Definitiva,FRA,Francia,FRA,Francia,2847000100,2,21060,1,Kilogramos,314497,15803.87,314497,19.9,VALSTERANE 35 (PEROXIDO DE HIDROGENO AL 35%),14.93338082,0.750421178
1,SAQ930512U10,SIGMA-ALDRICH QUIMICA S DE RL DE CV,,800,Colombia N.L.,3371,2005033,1,Normal,03/03/2022,mar-22,A1,Definitiva,CHE,Suiza,CHE,Suiza,2847000100,70,0.4,1,Kilogramos,1658,80.88,1631,20.5,PEROXIDO DE HIDROGENO SOLUCION ACUOSA 3%,4077.5,202.2
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2009017,1,Normal,16/06/2022,JUNE22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,91264.32,1,Kilogramos,1270977,61399.86,1163806,20.7,PEROXIDO DE HIDROGENO (AGUA OXIGENADA),12.75203716,0.672769599
1,SAQ930512U10,SIGMA-ALDRICH QUIMICA S DE RL DE CV,,800,Colombia N.L.,3371,2005081,1,Normal,31/03/2022,mar-22,A1,Definitiva,CHE,Suiza,USA,USA,2847000100,19,2.5,1,Kilogramos,4723,236.15,4677,20,PEROXIDO DE HIDROGENO SOLUCION ACUOSA 50%,1870.8,94.46
1,DME981117RQ5,"EVONIK INDUSTRIES DE MEXICO., S.A. DE C.V.",,270,Piedras Negras Coah.,3597,2001264,1,Normal,01/03/2022,mar-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,91128,1,Kilogramos,745299,36534.26,745299,20.4,"PER…XIDO DE HIDR…GENO (AGUA OXIGENADA), INCLUSO SOLIDIFICADO CON UREA.",8.178594943,0.400911465
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,240,Nuevo Laredo Tamps.,3617,2004420,1,Normal,05/05/2022,MAYI22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,69537.065,1,Kilogramos,1122563,55298.67,1122563,20.3,PEROXIDO DE HIDROGENO,16.1433762,0.795240208
1,CPA8003075Q1,"CEPILLOS Y PRODUCTOS DE ASEO, S.A. DE C.V.",CALZADA SAN LORENZO 32A 279 09850 IZTAPALAPACMXMEX,430,Veracruz Ver.,3461,2000039,1,Normal,24/05/2022,MAYI22,IN,Tempimex,DEU,Alemania,DEU,Alemania,2847000100,1,6600,1,Kilogramos,402872,20143.6,337307,20,PEROXIDO DE HIDROGENO (PERALKALI),51.10712121,3.052060606
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,240,Nuevo Laredo Tamps.,3617,2007530,1,Normal,04/08/2022,AGTO22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,69591.66,1,Kilogramos,1133400,55287.8,1133400,20.5,PEROXIDO DE HIDROGENO,16.28643432,0.794460141
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,800,Colombia N.L.,3617,2002528,1,Normal,24/08/2022,AGTO22,A1,Definitiva,USA,USA,USA,USA,2847000100,3,9491.579,1,Kilogramos,218688,10826.14,216354,20.2,PEROXIDO DE HIDROGENO,22.79431062,1.14060474
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2005438,1,Normal,22/04/2022,abr-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,92489.04,1,Kilogramos,801167,40058.35,701738,20,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.587255744,0.433114561
1,DME981117RQ5,"EVONIK INDUSTRIES DE MEXICO., S.A. DE C.V.",,270,Piedras Negras Coah.,3597,2001233,1,Normal,04/02/2022,feb-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,91899,1,Kilogramos,757259,36760.15,757259,20.6,PER…XIDO DE HIDR…GENO,8.240122308,0.400005985
1,MER551201D48,"MERCK,S.A. DE C.V.",CALLE 5 . NO. 7 53370 NAUCALPAN DE JUAREZ EM MEX,430,Veracruz Ver.,1831,2000612,1,Normal,12/04/2022,abr-22,A1,Definitiva,DEU,Alemania,DEU,Alemania,2847000100,59,1,1,Kilogramos,374,18.89,373,19.8,PEROXIDO DE HIDROGENO AL 30% EN SOLUCION ACUOSA (H2O2),373,18.89
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2009059,1,Normal,06/07/2022,JULE22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,90538.56,1,Kilogramos,797849,39302.91,695489,20.3,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.681688333,0.434101338
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,240,Nuevo Laredo Tamps.,3617,2003874,1,Normal,21/04/2022,abr-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,64855.152,1,Kilogramos,1032034,51601.7,1032034,20,PEROXIDO DE HIDROGENO,15.91290697,0.795645348
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2005469,1,Normal,09/05/2022,MAYI22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,91128.24,1,Kilogramos,797686,39489.41,695713,20.2,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.634439116,0.433338886
1,CME7712276S6,COLLOIDS DE MEXICO SA DE CV,,240,Nuevo Laredo Tamps.,1620,2000041,1,Normal,13/01/2022,ene-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,90720,1,Kilogramos,855148,41919.02,770924,20.4,PEROXIDO DE HIDROGENO AL 70 (EKA HP T70) (USA),8.497839506,0.462070326
1,CME7712276S6,COLLOIDS DE MEXICO SA DE CV,,240,Nuevo Laredo Tamps.,1620,2001090,1,Normal,22/07/2022,JULE22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,91446,1,Kilogramos,866085,42248.05,781394,20.5,PEROXIDO DE HIDROGENO AL 70 (EKA HP T70) (USA),8.54486801,0.461999978
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2005397,1,Normal,04/04/2022,abr-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,90856.08,1,Kilogramos,783189,39356.23,684976,19.9,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.539132219,0.433171121
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2005399,1,Normal,04/04/2022,abr-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,90311.76,1,Kilogramos,783466,39370.15,684836,19.9,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.583021303,0.435936029
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,240,Nuevo Laredo Tamps.,3617,2006269,1,Normal,29/06/2022,JUNE22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,64674.601,1,Kilogramos,1020690,51290.95,1020690,19.9,PEROXIDO DE HIDROGENO,15.7819296,0.793061715
1,APM950802T94,"AVANTOR PERFORMANCE MATERIALS, S.A. DE C.V.",,170,Matamoros Tamps.,3389,2001065,1,Normal,30/04/2022,abr-22,A1,Definitiva,USA,USA,USA,USA,2847000100,13,15.552,1,Kilogramos,9713,471.5,9112,20.6,PEROXIDO DE HIDROGENO AL 30%,585.9053498,30.31764403
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,240,Nuevo Laredo Tamps.,3617,2000713,1,Normal,21/01/2022,ene-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,64856.913,1,Kilogramos,1053445,51387.56,1053445,20.5,PEROXIDO DE HIDROGENO,16.24260162,0.792322015
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,800,Colombia N.L.,3617,2000102,1,Normal,13/01/2022,ene-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,36.742,1,Kilogramos,135135,6624.26,132965,20.4,PEROXIDO DE HIDROGENO,3618.883022,180.2912199
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,240,Nuevo Laredo Tamps.,3617,2000698,1,Normal,21/01/2022,ene-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,68516.454,1,Kilogramos,1112886,54287.12,1112886,20.5,PEROXIDO DE HIDROGENO,16.2426094,0.792322381
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,800,Colombia N.L.,3617,2000102,1,Normal,13/01/2022,ene-22,A1,Definitiva,USA,USA,USA,USA,2847000100,4,10523.52,1,Kilogramos,151377,7420.44,148946,20.4,PEROXIDO DE HIDROGENO,14.1536292,0.705129082
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,240,Nuevo Laredo Tamps.,3617,2008423,1,Normal,31/08/2022,AGTO22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,45500.132,1,Kilogramos,743887,37194.35,743887,20,PEROXIDO DE HIDROGENO,16.3491174,0.81745587
1,SME000303KAA,"SOLVAY MEXICANA, S. DE R.L. DE C.V.","EJERCITO NACIONAL A 453 PISO 911520 MIGUEL HIDALGO,MIGUEL HIDALGO CMXMEX",240,Nuevo Laredo Tamps.,3622,2018268,1,Normal,18/10/2022,OCTB22,A1,Definitiva,USA,USA,USA,USA,2847000100,2,97912,1,Kilogramos,960167,47769.5,960167,20.1,PEROXIDO DE HIDROGENO,9.806428221,0.487881976
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2005444,1,Normal,26/04/2022,abr-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,90402.48,1,Kilogramos,793146,39071.23,692454,20.3,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.659679248,0.432192015
1,APM950802T94,"AVANTOR PERFORMANCE MATERIALS, S.A. DE C.V.",,170,Matamoros Tamps.,3389,2002611,1,Normal,11/10/2022,OCTB22,A1,Definitiva,USA,USA,USA,USA,2847000100,38,5.994,1,Kilogramos,5521,274.68,4776,20.1,PEROXIDO DE HIDROGENO AL 30%,796.7967968,45.82582583
1,CME7712276S6,COLLOIDS DE MEXICO SA DE CV,,240,Nuevo Laredo Tamps.,1620,2001288,1,Normal,14/09/2022,SEPTM22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,90720,1,Kilogramos,830692,41954.14,748876,19.8,PEROXIDO DE HIDROGENO AL 70 (EKA HP T70) (USA),8.254805996,0.462457451
1,CME7712276S6,COLLOIDS DE MEXICO SA DE CV,,240,Nuevo Laredo Tamps.,1620,2001302,1,Normal,20/09/2022,SEPTM22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,90493,1,Kilogramos,839570,41769.65,756693,20.1,PEROXIDO DE HIDROGENO AL 70 (EKA HP T70) (USA),8.361895395,0.461578796
1,SAQ930512U10,SIGMA-ALDRICH QUIMICA S DE RL DE CV,,800,Colombia N.L.,3371,2005081,1,Normal,31/03/2022,mar-22,A1,Definitiva,CHE,Suiza,USA,USA,2847000100,20,1,1,Kilogramos,1889,94.45,1871,20,PEROXIDO DE HIDROGENO SOLUCION ACUOSA 50%,1871,94.45
1,SME000303KAA,"SOLVAY MEXICANA, S. DE R.L. DE C.V.","EJERCITO NACIONAL A 453 PISO 911520 MIGUEL HIDALGO,MIGUEL HIDALGO CMXMEX",240,Nuevo Laredo Tamps.,3622,2015532,1,Normal,02/09/2022,SEPTM22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,91240.279,1,Kilogramos,889304,44243.98,889304,20.1,PEROXIDO DE HIDROGENO,9.746835605,0.484917193
1,SAQ930512U10,SIGMA-ALDRICH QUIMICA S DE RL DE CV,,800,Colombia N.L.,3371,2005033,1,Normal,03/03/2022,mar-22,A1,Definitiva,CHE,Suiza,DEU,Alemania,2847000100,67,0.5,1,Kilogramos,1362,66.44,1340,20.5,PEROXIDO DE HIDROGENO SOLUCION ACUOSA 30% (H2O2),2680,132.88
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2011827,1,Normal,26/07/2022,JULE22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,91264.32,1,Kilogramos,812146,39616.88,707886,20.5,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.756437565,0.434089467
1,PME140128S96,"PEROXYCHEM MEXICO, S. DE R.L. DE C.V.",,800,Colombia N.L.,3574,2020093,1,Normal,01/07/2022,JULE22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,19214.5,1,Kilogramos,199633,9931.99,145703,20.1,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.582971194,0.516900778
1,HIS980213BS3,HISCOMEX SA DE CV,FARADAY 1 875032470 JuarezCH MEX,190,Mexicali B.C.N.,3455,2006257,1,Normal,15/08/2022,AGTO22,C1,Definitiva,USA,USA,USA,USA,2847000100,3,1,1,Kilogramos,4550,220.87,4550,20.6,SOLUCION DE PEROXIDO DE HIDROGENO,4550,220.87
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2012887,1,Normal,25/08/2022,AGTO22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,90311.76,1,Kilogramos,785663,39283.15,683847,20,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.572070348,0.434972699
1,SME000303KAA,"SOLVAY MEXICANA, S. DE R.L. DE C.V.","EJERCITO NACIONAL A 453 PISO 911520 MIGUEL HIDALGO,MIGUEL HIDALGO CMXMEX",240,Nuevo Laredo Tamps.,3622,2016433,1,Normal,20/09/2022,SEPTM22,A1,Definitiva,USA,USA,USA,USA,2847000100,2,98292,1,Kilogramos,962396,47880.4,962396,20.1,PEROXIDO DE HIDROGENO,9.791193586,0.487124079
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2001686,1,Normal,28/01/2022,ene-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,91355.04,1,Kilogramos,811706,39403.2,710881,20.6,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.781519224,0.431319389
1,FME810528IJ2,FISHER MEXICO S. DE R.L. DE C.V.,"PROLONGACION DIAZ ORDAZ INT.4 304 66480 COL.BOSQUES DEL NOGALAR, SAN NICOLAS DE LOS GARZA NL MEX",240,Nuevo Laredo Tamps.,3628,2200008,1,Normal,06/01/2022,ene-22,A1,Definitiva,USA,USA,USA,USA,2847000100,3,5100,1,Kilogramos,663698,32375.51,633881,20.5,PEROXIDO DE HIDROGENO,124.2903922,6.348139216
1,CME7712276S6,COLLOIDS DE MEXICO SA DE CV,,240,Nuevo Laredo Tamps.,1620,2001633,1,Normal,09/12/2022,DICE22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,90516,1,Kilogramos,906920,46036.55,825509,19.7,PEROXIDO DE HIDROGENO AL 70 (EKA HP T70) (USA),9.120034027,0.508601242
1,CME7712276S6,COLLOIDS DE MEXICO SA DE CV,,240,Nuevo Laredo Tamps.,1620,2001652,1,Normal,15/12/2022,DICE22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,91128,1,Kilogramos,910097,46433.52,828901,19.6,PEROXIDO DE HIDROGENO AL 70 (EKA HP T70) (USA),9.096007813,0.509541743
1,AME811111LC5,ARKEMA MEXICO S.A. DE C.V.,MANUEL AVILA CAMACHOT A P 11-A261054040 TLALNEPANTLA DE BAZ EM MEX,230,Nogales Son.,3955,2000267,1,Normal,24/03/2022,mar-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,89585.41,1,Kilogramos,798816,39350.54,781547,20.3,PEROXIDO DE HIDROGENO,8.724043346,0.439251659
1,BME820511SU5,BAYER DE MEXICO S.A. DE C.V.,,430,Veracruz Ver.,1742,2000650,1,Normal,30/03/2022,mar-22,A1,Definitiva,ITA,Italia,ITA,Italia,2847000100,1,90,1,Kilogramos,151904,7233.52,63588,21,PEROXIDO DE HIDROGENO AL 35%,706.5333333,80.37244444
1,DME981117RQ5,"EVONIK INDUSTRIES DE MEXICO, SA DE CV",,800,Colombia N.L.,3588,2000936,1,Normal,16/12/2022,DICE22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,18.144,1,Kilogramos,10025,508.88,197,19.7,"PEROXIDO DE HIDROGENO (AGUA OXIGENADA), INCLUSO SOLIDIFICADO CON UREA.",10.85758377,28.04673721
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2001624,1,Normal,13/01/2022,ene-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,92216.88,1,Kilogramos,810141,39712.79,710516,20.4,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.704836685,0.430645561
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,240,Nuevo Laredo Tamps.,3617,2000265,1,Normal,07/01/2022,ene-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,45027.074,1,Kilogramos,851630,41746.57,851630,20.4,PEROXIDO DE HIDROGENO,18.91373177,0.927143745
1,SAQ930512U10,SIGMA-ALDRICH QUIMICA S DE RL DE CV,,800,Colombia N.L.,3371,2005265,1,Normal,24/08/2022,AGTO22,A1,Definitiva,CHE,Suiza,CHE,Suiza,2847000100,49,0.2,1,Kilogramos,887,43.91,875,20.2,PEROXIDO DE HIDROGENO SOLUCION ACUOSA 3%,4375,219.55
1,QKX100813P87,QUALITY K S DE RL DE CV,,160,Manzanillo Col.,3706,2001515,1,Normal,13/04/2022,abr-22,V1,Temporal,USA,USA,USA,USA,2847000100,7,700,1,Kilogramos,9664,483.2,9664,20,PEROXIDO DE HIDROGENO AL 50%,13.80571429,0.690285714
1,SCJ690102LE4,"SC JOHNSON AND SON, S.A. DE C.V.","PASEO DE LA REFORMA P 10 11 12483 06500 CUAUHTEMOC,CIUDAD DE MEXICO CMXMEX",650,Toluca Mex.,3744,2004033,1,Normal,13/04/2022,abr-22,V1,Temporal,MEX,Mexico,USA,USA,2847000100,7,1800,1,Kilogramos,33856,1692.8,33856,20,"PEROXIDO DE HIDROGENO EN SOLUCION ACUOSA (332924, 332924, 332924, 332924)",18.80888889,0.940444444
1,SAQ930512U10,SIGMA-ALDRICH QUIMICA S DE RL DE CV,,800,Colombia N.L.,3371,2005376,1,Normal,28/11/2022,NOVIB22,A1,Definitiva,CHE,Suiza,USA,USA,2847000100,13,0.555,1,Kilogramos,1335,68.81,1300,19.4,PEROXIDO DE HIDROGENO SOLUCION ACUOSA 30%,2342.342342,123.981982
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,240,Nuevo Laredo Tamps.,3617,2006613,1,Normal,08/07/2022,JULE22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,64473.833,1,Kilogramos,1060674,51240.29,1060674,20.7,PEROXIDO DE HIDROGENO,16.45123224,0.794745521
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,240,Nuevo Laredo Tamps.,3617,2006860,1,Normal,15/07/2022,JULE22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,64452.958,1,Kilogramos,1062301,51072.16,1062301,20.8,PEROXIDO DE HIDROGENO,16.48180367,0.792394354
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,800,Colombia N.L.,3617,2003431,1,Normal,14/11/2022,NOVIB22,A1,Definitiva,USA,USA,USA,USA,2847000100,4,16.329,1,Kilogramos,77695,4004.9,76954,19.4,PEROXIDO DE HIDROGENO,4712.719701,245.263029
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,800,Colombia N.L.,3617,2003431,1,Normal,14/11/2022,NOVIB22,A1,Definitiva,USA,USA,USA,USA,2847000100,5,65.317,1,Kilogramos,310783,16019.74,307822,19.4,PEROXIDO DE HIDROGENO,4712.739409,245.2614174
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2005443,1,Normal,26/04/2022,abr-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,94620.96,1,Kilogramos,825719,40675.81,724766,20.3,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.659677095,0.429881603
1,CME7712276S6,COLLOIDS DE MEXICO SA DE CV,,240,Nuevo Laredo Tamps.,1620,2000078,1,Normal,26/01/2022,ene-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,90357,1,Kilogramos,862612,41874.37,777345,20.6,PEROXIDO DE HIDROGENO AL 70 (EKA HP T70) (USA),8.60304127,0.463432496
